Symbol,Date,Close,High,Low,Open,Volume
AXP,2015-01-01,93.04,93.04,93.04,93.04,0
AXP,2015-01-02,93.02,93.94,92.14,93.17,2445836
AXP,2015-01-05,90.56,92.78,90.32,92.46,3478969
AXP,2015-01-06,88.63,90.9,87.94,90.79,4808755
AXP,2015-01-07,90.3,91.01,89.53,91.01,5665151
AXP,2015-01-08,91.58,91.81,91.0,91.44,3781465
AXP,2015-01-09,90.42,91.8,90.24,91.58,3681672
AXP,2015-01-12,89.5,90.94,89.08,90.5,3230688
AXP,2015-01-13,89.23,91.14,88.43,90.27,3537553
AXP,2015-01-14,87.07,88.42,86.25,87.44,6628395
AXP,2015-01-15,85.88,88.03,84.55,87.5,5830949
AXP,2015-01-16,86.04,86.21,84.74,85.54,6768738
AXP,2015-01-19,86.04,86.04,86.04,86.04,0
AXP,2015-01-20,87.26,87.72,86.42,86.46,6364082
AXP,2015-01-21,87.67,87.72,86.77,87.56,7185651
AXP,2015-01-22,84.37,86.12,83.5,84.5,16390070
AXP,2015-01-23,84.13,85.32,83.96,84.43,7366126
AXP,2015-01-26,83.3,84.3,83.12,83.78,6632753
AXP,2015-01-27,82.4,83.275,82.0801,82.5,6329531
AXP,2015-01-28,81.73,83.39,81.71,82.8,7942208
AXP,2015-01-29,82.0,82.33,81.16,82.07,7545880
AXP,2015-01-30,80.69,82.2,80.56,82.12,7210532
AXP,2015-02-02,82.13,82.25,80.85,80.96,5459286
AXP,2015-02-03,83.73,83.77,82.54,82.58,5586211
AXP,2015-02-04,83.61,84.47,83.33,83.5,6155698
AXP,2015-02-05,84.73,84.9342,84.08,84.25,3966584
AXP,2015-02-06,85.01,86.01,84.77,85.11,5139741
AXP,2015-02-09,84.98,85.25,84.3,84.53,3101318
AXP,2015-02-10,85.84,85.9662,85.12,85.6,3589926
AXP,2015-02-11,86.01,86.18,85.32,85.87,4374834
AXP,2015-02-12,80.48,81.53,80.0,80.03,32653122
AXP,2015-02-13,78.08,79.75,77.72,79.44,34874386
AXP,2015-02-16,78.08,78.08,78.08,78.08,0
AXP,2015-02-17,79.08,79.32,77.12,77.16,18578333
AXP,2015-02-18,79.78,80.27,78.72,78.72,13416995
AXP,2015-02-19,78.4,79.98,77.56,79.89,20857959
AXP,2015-02-20,79.83,79.88,78.2,78.22,11348739
AXP,2015-02-23,80.3,80.48,79.47,79.99,6868556
AXP,2015-02-24,80.86,81.7,80.26,80.3,10950979
AXP,2015-02-25,82.17,82.25,80.87,81.16,8184691
AXP,2015-02-26,83.25,83.47,82.41,83.01,8702804
AXP,2015-02-27,81.59,83.38,81.52,83.25,8121162
AXP,2015-03-02,82.03,82.21,81.56,81.73,5503072
AXP,2015-03-03,81.91,81.93,80.9,80.99,6856146
AXP,2015-03-04,80.63,81.56,80.56,81.55,6140957
AXP,2015-03-05,81.15,81.4,80.64,80.66,5571779
AXP,2015-03-06,80.31,81.15,80.06,80.63,6530206
AXP,2015-03-09,80.51,80.8325,79.95,80.15,5846077
AXP,2015-03-10,79.11,79.77,78.87,79.73,7523835
AXP,2015-03-11,79.45,79.75,79.11,79.4,4545478
AXP,2015-03-12,81.56,82.0,80.03,80.1,9386415
AXP,2015-03-13,80.6,81.65,79.95,81.5,6919443
AXP,2015-03-16,81.5,81.6534,80.75,80.88,5295067
AXP,2015-03-17,81.06,81.2094,80.55,81.2,4258228
AXP,2015-03-18,81.86,82.32,80.27,80.58,6449128
AXP,2015-03-19,81.54,81.96,80.94,81.84,4677008
AXP,2015-03-20,82.7,83.06,81.5,81.79,9337216
AXP,2015-03-23,82.2,83.54,82.2,82.7,7291484
AXP,2015-03-24,81.37,82.16,81.27,82.04,5217754
AXP,2015-03-25,80.11,81.47,80.03,81.42,8908014
AXP,2015-03-26,78.48,79.78,77.885,79.67,16181310
AXP,2015-03-27,77.97,78.64,77.71,78.4,9022513
AXP,2015-03-30,78.05,78.75,78.0,78.53,7284652
AXP,2015-03-31,78.12,78.53,77.62,77.89,5918270
AXP,2015-04-01,78.93,79.32,77.85,78.05,6163247
AXP,2015-04-02,79.7,79.77,78.57,78.93,5695160
AXP,2015-04-03,79.7,79.7,79.7,79.7,0
AXP,2015-04-06,79.63,80.1,78.73,79.34,3831064
AXP,2015-04-07,78.33,79.38,78.26,78.59,5918869
AXP,2015-04-08,78.69,79.36,78.3,78.42,6405810
AXP,2015-04-09,79.16,79.33,78.41,78.63,4288069
AXP,2015-04-10,79.59,79.97,79.2,79.42,3441961
AXP,2015-04-13,79.27,79.99,79.26,79.73,4091294
AXP,2015-04-14,79.49,79.9699,78.89,79.6,4213141
AXP,2015-04-15,79.75,80.3,79.42,79.43,6042685
AXP,2015-04-16,80.91,81.1715,79.25,79.43,8069604
AXP,2015-04-17,77.32,78.5,76.53,78.4,22111918
AXP,2015-04-20,77.23,77.85,76.96,77.39,8429804
AXP,2015-04-21,77.28,77.8,77.24,77.38,5124895
AXP,2015-04-22,78.44,78.65,77.18,77.41,7317975
AXP,2015-04-23,78.15,78.37,77.7399,78.06,4815396
AXP,2015-04-24,77.99,78.327,77.77,78.3,3400709
AXP,2015-04-27,77.49,77.96,77.04,77.83,6901733
AXP,2015-04-28,77.49,77.73,76.94,77.69,6493027
AXP,2015-04-29,77.16,77.47,77.0,77.13,4311682
AXP,2015-04-30,77.45,77.68,76.98,77.04,6753217
AXP,2015-05-01,77.68,77.89,77.31,77.85,3858217
AXP,2015-05-04,78.28,78.54,77.74,77.96,3897793
AXP,2015-05-05,77.84,78.52,77.78,77.98,5325813
AXP,2015-05-06,77.85,78.85,77.39,78.7,5897435
AXP,2015-05-07,78.43,78.74,77.6,77.84,7924637
AXP,2015-05-08,78.98,79.64,78.77,78.89,7198087
AXP,2015-05-11,79.7,80.25,79.01,79.05,5827094
AXP,2015-05-12,79.08,79.43,78.44,79.15,4574340
AXP,2015-05-13,79.86,80.01,79.27,79.5,5494547
AXP,2015-05-14,80.75,80.9,80.265,80.34,4450597
AXP,2015-05-15,80.22,81.1612,79.99,80.9,4479254
AXP,2015-05-18,80.17,80.55,79.78,80.28,4579850
AXP,2015-05-19,81.36,81.595,80.37,80.37,6063537
AXP,2015-05-20,80.96,81.45,80.78,81.41,3986654
AXP,2015-05-21,80.76,81.17,80.41,80.54,4249682
AXP,2015-05-22,81.25,81.58,80.72,80.84,3395835
AXP,2015-05-25,81.25,81.25,81.25,81.25,0
AXP,2015-05-26,80.19,81.46,79.94,81.12,5282736
AXP,2015-05-27,80.11,80.63,79.84,80.45,5105088
AXP,2015-05-28,80.09,80.25,79.88,79.97,4444049
AXP,2015-05-29,79.72,80.1,79.58,80.04,7385145
AXP,2015-06-01,79.47,80.17,78.95,79.94,4716719
AXP,2015-06-02,79.99,80.27,79.18,79.26,4197300
AXP,2015-06-03,80.6,81.27,80.12,80.32,4321429
AXP,2015-06-04,79.36,80.34,79.2,80.05,5438075
AXP,2015-06-05,79.39,79.88,79.23,79.74,4817000
AXP,2015-06-08,78.81,79.84,78.8,79.43,5883474
AXP,2015-06-09,79.17,79.39,78.86,78.88,4505469
AXP,2015-06-10,80.19,80.49,79.2,79.2,5865352
AXP,2015-06-11,80.3,80.77,80.0,80.34,4013377
AXP,2015-06-12,79.53,80.45,79.11,80.43,6253475
AXP,2015-06-15,79.25,79.37,78.82,79.0,4929335
AXP,2015-06-16,79.36,79.8,79.0,79.04,6992677
AXP,2015-06-17,80.32,80.86,79.46,79.64,6945465
AXP,2015-06-18,80.77,80.9,79.81,80.24,4632281
AXP,2015-06-19,80.19,80.62,79.79,80.52,13054844
AXP,2015-06-22,81.25,81.71,80.66,80.68,5547987
AXP,2015-06-23,81.36,81.92,81.29,81.44,5347122
AXP,2015-06-24,80.74,81.36,80.74,80.94,5637584
AXP,2015-06-25,79.88,81.0,79.88,80.99,6584089
AXP,2015-06-26,79.88,80.45,79.8345,80.17,15746437
AXP,2015-06-29,77.8,79.35,77.74,79.22,8553003
AXP,2015-06-30,77.72,78.41,77.65,78.17,7793019
AXP,2015-07-01,78.4,78.91,78.16,78.64,5319397
AXP,2015-07-02,78.21,79.13,78.18,78.69,4577689
AXP,2015-07-03,78.21,78.21,78.21,78.21,0
AXP,2015-07-06,77.59,77.85,77.34,77.55,5724771
AXP,2015-07-07,77.55,77.8,76.41,77.56,7182951
AXP,2015-07-08,75.93,77.2,75.75,76.89,5544756
AXP,2015-07-09,76.34,77.45,76.29,76.63,3933853
AXP,2015-07-10,77.31,77.49,76.91,77.31,3036031
AXP,2015-07-13,78.53,78.61,77.77,77.97,3677306
AXP,2015-07-14,78.97,79.14,78.21,78.6,3904938
AXP,2015-07-15,78.54,79.36,78.32,79.01,3947013
AXP,2015-07-16,78.92,79.16,78.665,79.0,4095473
AXP,2015-07-17,79.22,79.25,78.65,78.74,3084435
AXP,2015-07-20,79.3,79.63,79.18,79.2,3552975
AXP,2015-07-21,78.95,79.41,78.45,79.2,3974363
