Symbol,Date,Close,High,Low,Open,Volume
AMT,2015-01-01,98.85,98.85,98.85,98.85,0
AMT,2015-01-02,99.67,99.91,98.9,99.16,1462901
AMT,2015-01-05,98.23,99.68,97.95,99.68,2124697
AMT,2015-01-06,97.97,98.92,97.93,98.3,2329516
AMT,2015-01-07,99.0,99.34,98.05,98.56,1855173
AMT,2015-01-08,99.92,100.2,99.33,99.57,2214849
AMT,2015-01-09,99.41,100.26,98.98,100.04,1323725
AMT,2015-01-12,98.98,99.834,98.95,99.65,1488997
AMT,2015-01-13,97.88,99.72,97.26,99.55,2070179
AMT,2015-01-14,97.26,97.94,97.01,97.38,2365452
AMT,2015-01-15,96.28,98.37,96.2,97.64,3060476
AMT,2015-01-16,97.42,97.55,95.87,96.25,2435074
AMT,2015-01-19,97.42,97.42,97.42,97.42,0
AMT,2015-01-20,97.13,98.0,96.14,98.0,2011374
AMT,2015-01-21,96.75,97.61,96.55,96.81,1907728
AMT,2015-01-22,98.83,98.9265,97.0,97.27,4187128
AMT,2015-01-23,99.6,100.36,98.84,99.14,2589843
AMT,2015-01-26,101.76,101.88,99.43,100.22,3049478
AMT,2015-01-27,100.39,101.36,100.06,100.83,2019445
AMT,2015-01-28,98.88,101.4799,98.82,100.7,2129839
AMT,2015-01-29,98.42,99.09,97.64,98.73,1957783
AMT,2015-01-30,96.95,98.41,96.86,97.65,1990742
AMT,2015-02-02,97.85,98.06,95.67,96.95,1918273
AMT,2015-02-03,99.09,99.16,97.62,97.74,1669301
AMT,2015-02-04,97.85,99.32,97.66,98.88,1697202
AMT,2015-02-05,99.59,100.26,98.17,98.29,1901320
AMT,2015-02-06,95.73,98.94,95.29,98.87,5384260
AMT,2015-02-09,96.7,97.63,95.59,95.65,2811457
AMT,2015-02-10,96.37,97.45,95.13,97.17,2965564
AMT,2015-02-11,95.96,96.69,94.77,96.59,2445259
AMT,2015-02-12,95.97,96.75,95.73,96.28,2101139
AMT,2015-02-13,96.4,96.83,95.5,95.95,1748921
AMT,2015-02-16,96.4,96.4,96.4,96.4,0
AMT,2015-02-17,96.22,97.25,96.08,96.46,3051317
AMT,2015-02-18,96.2,96.72,95.475,96.12,2429981
AMT,2015-02-19,95.26,96.19,95.19,96.19,1731695
AMT,2015-02-20,96.53,96.6,95.24,95.3,3039018
AMT,2015-02-23,97.33,97.54,96.278,96.53,2621954
AMT,2015-02-24,94.65,96.65,94.05,95.42,6782314
AMT,2015-02-25,97.85,98.85,94.38,94.39,6038251
AMT,2015-02-26,98.88,100.8,97.42,97.56,18726256
AMT,2015-02-27,99.14,99.7,98.7,99.4,4150575
AMT,2015-03-02,99.4,99.89,98.76,98.81,2911073
AMT,2015-03-03,98.28,99.47,98.15,99.31,3117478
AMT,2015-03-04,98.56,98.93,97.69,98.34,3103140
AMT,2015-03-05,99.24,99.57,98.37,98.42,2153071
AMT,2015-03-06,96.61,98.18,96.2,98.18,3799265
AMT,2015-03-09,96.58,97.45,96.37,97.0,2366254
AMT,2015-03-10,94.57,96.23,94.51,95.94,2642114
AMT,2015-03-11,94.63,95.07,94.24,94.51,2146706
AMT,2015-03-12,96.27,96.291,95.0,95.5,2231929
AMT,2015-03-13,94.24,96.29,93.89,96.22,2510923
AMT,2015-03-16,94.61,95.0,94.04,94.73,2881525
AMT,2015-03-17,94.12,94.88,93.85,94.45,2764384
AMT,2015-03-18,95.51,95.98,93.21,94.1,3494273
AMT,2015-03-19,94.59,95.62,94.57,95.5,2758077
AMT,2015-03-20,97.69,97.77,94.39,94.7,3581010
AMT,2015-03-23,97.64,98.31,97.35,97.72,1888387
AMT,2015-03-24,97.16,98.01,97.15,97.77,2271906
AMT,2015-03-25,95.47,97.38,95.47,97.13,1827352
AMT,2015-03-26,95.2,95.885,94.61,94.62,1474606
AMT,2015-03-27,96.04,96.37,95.58,95.8,2379823
AMT,2015-03-30,96.16,96.74,95.72,96.31,2564895
AMT,2015-03-31,94.15,96.62,94.15,95.81,4335407
AMT,2015-04-01,96.46,97.24,95.61,96.26,3388944
AMT,2015-04-02,96.78,97.29,96.4,96.56,1526934
AMT,2015-04-03,96.78,96.78,96.78,96.78,0
AMT,2015-04-06,98.04,98.16,96.5,96.69,2604672
AMT,2015-04-07,96.87,98.64,96.86,98.04,2338535
AMT,2015-04-08,96.53,97.57,96.21,96.67,1344292
AMT,2015-04-09,95.34,96.61,95.22,96.28,1737026
AMT,2015-04-10,95.07,95.95,95.01,95.55,1468901
AMT,2015-04-13,94.78,95.79,94.78,95.0,1645554
AMT,2015-04-14,94.5,95.14,93.89,94.8,2372801
AMT,2015-04-15,95.17,96.57,95.09,96.0,2404172
AMT,2015-04-16,96.76,96.94,94.45,94.57,2774572
AMT,2015-04-17,96.1,96.55,95.32,96.24,2320877
AMT,2015-04-20,95.84,96.5,95.51,96.14,2222639
AMT,2015-04-21,94.98,96.2,94.83,95.84,2150265
AMT,2015-04-22,95.92,96.04,94.86,94.98,1837475
AMT,2015-04-23,96.04,96.44,95.27,95.79,1335636
AMT,2015-04-24,95.32,96.44,95.28,95.93,2210713
AMT,2015-04-27,95.19,96.03,95.02,95.68,1885803
AMT,2015-04-28,95.76,95.78,94.87,94.94,1652500
AMT,2015-04-29,93.51,95.62,93.5,95.12,3132928
AMT,2015-04-30,94.53,96.83,94.09,96.38,4171977
AMT,2015-05-01,93.48,94.85,93.11,94.65,3110338
AMT,2015-05-04,94.64,94.75,93.28,93.45,2480088
AMT,2015-05-05,93.0,94.98,92.86,94.65,3092818
AMT,2015-05-06,92.86,93.9324,92.24,93.06,3276300
AMT,2015-05-07,93.63,94.03,92.65,92.92,1913652
AMT,2015-05-08,94.95,95.17,94.08,94.75,2055772
AMT,2015-05-11,93.65,94.85,93.13,94.4,2369101
AMT,2015-05-12,93.6,93.86,92.1,93.06,2170813
AMT,2015-05-13,92.94,94.37,92.51,93.91,3154842
AMT,2015-05-14,94.81,94.85,93.165,93.36,2016836
AMT,2015-05-15,95.51,95.55,94.0901,94.52,2565335
AMT,2015-05-18,95.2,95.74,94.82,95.09,1568009
AMT,2015-05-19,95.45,95.77,94.69,94.91,1696847
AMT,2015-05-20,94.32,95.33,94.1241,95.33,2370301
AMT,2015-05-21,93.9,94.47,93.61,94.14,2322374
AMT,2015-05-22,94.35,94.86,93.34,93.76,2274003
AMT,2015-05-25,94.35,94.35,94.35,94.35,0
AMT,2015-05-26,94.61,94.69,93.63,94.06,2670123
AMT,2015-05-27,95.16,95.35,94.01,94.56,2485382
AMT,2015-05-28,94.6,94.98,94.0101,94.82,2803353
AMT,2015-05-29,92.79,94.7,92.58,94.7,5166869
AMT,2015-06-01,94.23,94.4,92.59,92.7,2590858
AMT,2015-06-02,94.15,94.66,93.54,94.01,2294345
AMT,2015-06-03,92.68,94.01,92.64,93.86,3080604
AMT,2015-06-04,94.67,95.69,92.83,92.98,4211008
AMT,2015-06-05,92.52,94.31,92.5,94.26,4130574
AMT,2015-06-08,92.83,93.38,92.45,92.63,2936294
AMT,2015-06-09,92.07,93.03,91.99,92.86,2406295
AMT,2015-06-10,92.7,93.4,91.995,92.18,1377714
AMT,2015-06-11,93.42,93.84,92.67,93.06,1744354
AMT,2015-06-12,93.2,93.57,92.71,93.12,1422661
